date,teamA,teamB,winner,map_name,region,tier,teamA_players,teamB_players,teamA_ACS,teamB_ACS,teamA_KD,teamB_KD
2025-07-31,Xi Lai Gaming,Wolves Esports,Xi Lai Gaming,Breeze,CHINA,1,"Xi Lai Gaming_player1,Xi Lai Gaming_player2,Xi Lai Gaming_player3,Xi Lai Gaming_player4,Xi Lai Gaming_player5","Wolves Esports_player1,Wolves Esports_player2,Wolves Esports_player3,Wolves Esports_player4,Wolves Esports_player5",326.9,229.1,1.24,0.86
2025-07-30,Evil Geniuses,100 Thieves,100 Thieves,Breeze,AMERICAS,1,"Evil Geniuses_player1,Evil Geniuses_player2,Evil Geniuses_player3,Evil Geniuses_player4,Evil Geniuses_player5","100 Thieves_player1,100 Thieves_player2,100 Thieves_player3,100 Thieves_player4,100 Thieves_player5",189.7,282.8,0.84,1.23
2025-07-30,G2 Esports,100 Thieves,G2 Esports,Split,AMERICAS,1,"G2 Esports_player1,G2 Esports_player2,G2 Esports_player3,G2 Esports_player4,G2 Esports_player5","100 Thieves_player1,100 Thieves_player2,100 Thieves_player3,100 Thieves_player4,100 Thieves_player5",224.3,171.0,1.63,1.07
2025-07-29,LOUD,MIBR,MIBR,Split,AMERICAS,1,"LOUD_player1,LOUD_player2,LOUD_player3,LOUD_player4,LOUD_player5","MIBR_player1,MIBR_player2,MIBR_player3,MIBR_player4,MIBR_player5",171.2,234.2,1.17,1.62
2025-07-28,GIANTX,Team Vitality,GIANTX,Icebox,EMEA,1,"GIANTX_player1,GIANTX_player2,GIANTX_player3,GIANTX_player4,GIANTX_player5","Team Vitality_player1,Team Vitality_player2,Team Vitality_player3,Team Vitality_player4,Team Vitality_player5",230.2,182.3,1.34,0.92
2025-07-27,Evil Geniuses,Leviatán,Evil Geniuses,Haven,AMERICAS,1,"Evil Geniuses_player1,Evil Geniuses_player2,Evil Geniuses_player3,Evil Geniuses_player4,Evil Geniuses_player5","Leviatán_player1,Leviatán_player2,Leviatán_player3,Leviatán_player4,Leviatán_player5",317.7,228.4,1.64,1.12
2025-07-27,100 Thieves,FURIA Esports,100 Thieves,Ascent,AMERICAS,1,"100 Thieves_player1,100 Thieves_player2,100 Thieves_player3,100 Thieves_player4,100 Thieves_player5","FURIA Esports_player1,FURIA Esports_player2,FURIA Esports_player3,FURIA Esports_player4,FURIA Esports_player5",278.0,219.6,1.46,1.07
2025-07-27,Trace Esports,Titan Esports Club,Trace Esports,Split,CHINA,1,"Trace Esports_player1,Trace Esports_player2,Trace Esports_player3,Trace Esports_player4,Trace Esports_player5","Titan Esports Club_player1,Titan Esports Club_player2,Titan Esports Club_player3,Titan Esports Club_player4,Titan Esports Club_player5",293.8,215.0,1.18,0.85
2025-07-26,100 Thieves,Cloud9,Cloud9,Sunset,AMERICAS,1,"100 Thieves_player1,100 Thieves_player2,100 Thieves_player3,100 Thieves_player4,100 Thieves_player5","Cloud9_player1,Cloud9_player2,Cloud9_player3,Cloud9_player4,Cloud9_player5",207.4,272.0,0.96,1.42
2025-07-26,Rex Regum Qeon,Global Esports,Rex Regum Qeon,Lotus,PACIFIC,1,"Rex Regum Qeon_player1,Rex Regum Qeon_player2,Rex Regum Qeon_player3,Rex Regum Qeon_player4,Rex Regum Qeon_player5","Global Esports_player1,Global Esports_player2,Global Esports_player3,Global Esports_player4,Global Esports_player5",310.6,238.7,1.31,0.99
2025-07-25,Bleed Esports,Paper Rex,Paper Rex,Sunset,PACIFIC,1,"Bleed Esports_player1,Bleed Esports_player2,Bleed Esports_player3,Bleed Esports_player4,Bleed Esports_player5","Paper Rex_player1,Paper Rex_player2,Paper Rex_player3,Paper Rex_player4,Paper Rex_player5",206.1,307.9,0.85,1.27
2025-07-24,BBL Esports,Natus Vincere,BBL Esports,Lotus,EMEA,1,"BBL Esports_player1,BBL Esports_player2,BBL Esports_player3,BBL Esports_player4,BBL Esports_player5","Natus Vincere_player1,Natus Vincere_player2,Natus Vincere_player3,Natus Vincere_player4,Natus Vincere_player5",310.7,232.4,1.05,0.75
2025-07-24,ZETA DIVISION,Team Secret,ZETA DIVISION,Lotus,PACIFIC,1,"ZETA DIVISION_player1,ZETA DIVISION_player2,ZETA DIVISION_player3,ZETA DIVISION_player4,ZETA DIVISION_player5","Team Secret_player1,Team Secret_player2,Team Secret_player3,Team Secret_player4,Team Secret_player5",273.1,186.7,1.21,0.8
2025-07-24,JDG Esports,FunPlus Phoenix,JDG Esports,Haven,CHINA,1,"JDG Esports_player1,JDG Esports_player2,JDG Esports_player3,JDG Esports_player4,JDG Esports_player5","FunPlus Phoenix_player1,FunPlus Phoenix_player2,FunPlus Phoenix_player3,FunPlus Phoenix_player4,FunPlus Phoenix_player5",337.7,226.7,1.5,0.96
2025-07-23,DetonatioN FocusMe,Talon Esports,DetonatioN FocusMe,Ascent,PACIFIC,1,"DetonatioN FocusMe_player1,DetonatioN FocusMe_player2,DetonatioN FocusMe_player3,DetonatioN FocusMe_player4,DetonatioN FocusMe_player5","Talon Esports_player1,Talon Esports_player2,Talon Esports_player3,Talon Esports_player4,Talon Esports_player5",295.8,219.4,1.18,0.81
2025-07-22,DRX,Gen.G,DRX,Ascent,PACIFIC,1,"DRX_player1,DRX_player2,DRX_player3,DRX_player4,DRX_player5","Gen.G_player1,Gen.G_player2,Gen.G_player3,Gen.G_player4,Gen.G_player5",241.5,187.9,1.17,0.81
2025-07-22,Xi Lai Gaming,Titan Esports Club,Xi Lai Gaming,Ascent,CHINA,1,"Xi Lai Gaming_player1,Xi Lai Gaming_player2,Xi Lai Gaming_player3,Xi Lai Gaming_player4,Xi Lai Gaming_player5","Titan Esports Club_player1,Titan Esports Club_player2,Titan Esports Club_player3,Titan Esports Club_player4,Titan Esports Club_player5",283.8,247.8,1.44,1.04
2025-07-22,100 Thieves,FURIA Esports,100 Thieves,Split,AMERICAS,1,"100 Thieves_player1,100 Thieves_player2,100 Thieves_player3,100 Thieves_player4,100 Thieves_player5","FURIA Esports_player1,FURIA Esports_player2,FURIA Esports_player3,FURIA Esports_player4,FURIA Esports_player5",277.4,184.3,1.42,0.93
2025-07-21,T1,Talon Esports,T1,Breeze,PACIFIC,1,"T1_player1,T1_player2,T1_player3,T1_player4,T1_player5","Talon Esports_player1,Talon Esports_player2,Talon Esports_player3,Talon Esports_player4,Talon Esports_player5",269.0,205.9,1.28,0.9
2025-07-21,Leviatán,Evil Geniuses,Leviatán,Lotus,AMERICAS,1,"Leviatán_player1,Leviatán_player2,Leviatán_player3,Leviatán_player4,Leviatán_player5","Evil Geniuses_player1,Evil Geniuses_player2,Evil Geniuses_player3,Evil Geniuses_player4,Evil Geniuses_player5",298.7,225.6,1.41,1.0
2025-07-21,Movistar KOI,Team Liquid,Team Liquid,Icebox,EMEA,1,"Movistar KOI_player1,Movistar KOI_player2,Movistar KOI_player3,Movistar KOI_player4,Movistar KOI_player5","Team Liquid_player1,Team Liquid_player2,Team Liquid_player3,Team Liquid_player4,Team Liquid_player5",225.8,321.5,1.1,1.57
2025-07-20,Team Secret,ZETA DIVISION,ZETA DIVISION,Bind,PACIFIC,1,"Team Secret_player1,Team Secret_player2,Team Secret_player3,Team Secret_player4,Team Secret_player5","ZETA DIVISION_player1,ZETA DIVISION_player2,ZETA DIVISION_player3,ZETA DIVISION_player4,ZETA DIVISION_player5",181.3,258.2,0.86,1.23
2025-07-20,100 Thieves,LOUD,LOUD,Haven,AMERICAS,1,"100 Thieves_player1,100 Thieves_player2,100 Thieves_player3,100 Thieves_player4,100 Thieves_player5","LOUD_player1,LOUD_player2,LOUD_player3,LOUD_player4,LOUD_player5",216.7,289.3,1.01,1.48
2025-07-20,Bilibili Gaming,FunPlus Phoenix,FunPlus Phoenix,Sunset,CHINA,1,"Bilibili Gaming_player1,Bilibili Gaming_player2,Bilibili Gaming_player3,Bilibili Gaming_player4,Bilibili Gaming_player5","FunPlus Phoenix_player1,FunPlus Phoenix_player2,FunPlus Phoenix_player3,FunPlus Phoenix_player4,FunPlus Phoenix_player5",218.5,294.2,1.06,1.6
2025-07-19,FUT Esports,Movistar KOI,FUT Esports,Bind,EMEA,1,"FUT Esports_player1,FUT Esports_player2,FUT Esports_player3,FUT Esports_player4,FUT Esports_player5","Movistar KOI_player1,Movistar KOI_player2,Movistar KOI_player3,Movistar KOI_player4,Movistar KOI_player5",329.5,246.6,1.21,0.94
2025-07-18,100 Thieves,Sentinels,100 Thieves,Ascent,AMERICAS,1,"100 Thieves_player1,100 Thieves_player2,100 Thieves_player3,100 Thieves_player4,100 Thieves_player5","Sentinels_player1,Sentinels_player2,Sentinels_player3,Sentinels_player4,Sentinels_player5",313.9,220.5,1.54,1.2
2025-07-18,Paper Rex,Talon Esports,Paper Rex,Breeze,PACIFIC,1,"Paper Rex_player1,Paper Rex_player2,Paper Rex_player3,Paper Rex_player4,Paper Rex_player5","Talon Esports_player1,Talon Esports_player2,Talon Esports_player3,Talon Esports_player4,Talon Esports_player5",273.0,200.5,1.52,1.09
2025-07-17,Evil Geniuses,Cloud9,Evil Geniuses,Bind,AMERICAS,1,"Evil Geniuses_player1,Evil Geniuses_player2,Evil Geniuses_player3,Evil Geniuses_player4,Evil Geniuses_player5","Cloud9_player1,Cloud9_player2,Cloud9_player3,Cloud9_player4,Cloud9_player5",332.2,228.8,1.39,0.87
2025-07-17,T1,Global Esports,Global Esports,Abyss,PACIFIC,1,"T1_player1,T1_player2,T1_player3,T1_player4,T1_player5","Global Esports_player1,Global Esports_player2,Global Esports_player3,Global Esports_player4,Global Esports_player5",185.8,218.5,0.89,1.21
2025-07-17,FUT Esports,Team Vitality,Team Vitality,Sunset,EMEA,1,"FUT Esports_player1,FUT Esports_player2,FUT Esports_player3,FUT Esports_player4,FUT Esports_player5","Team Vitality_player1,Team Vitality_player2,Team Vitality_player3,Team Vitality_player4,Team Vitality_player5",214.9,268.5,0.89,1.21
2025-07-16,Karmine Corp,Gentle Mates,Karmine Corp,Split,EMEA,1,"Karmine Corp_player1,Karmine Corp_player2,Karmine Corp_player3,Karmine Corp_player4,Karmine Corp_player5","Gentle Mates_player1,Gentle Mates_player2,Gentle Mates_player3,Gentle Mates_player4,Gentle Mates_player5",286.6,212.7,1.47,0.95
2025-07-16,DRX,DetonatioN FocusMe,DRX,Icebox,PACIFIC,1,"DRX_player1,DRX_player2,DRX_player3,DRX_player4,DRX_player5","DetonatioN FocusMe_player1,DetonatioN FocusMe_player2,DetonatioN FocusMe_player3,DetonatioN FocusMe_player4,DetonatioN FocusMe_player5",296.3,244.8,1.53,1.18
2025-07-15,Trace Esports,Bilibili Gaming,Bilibili Gaming,Sunset,CHINA,1,"Trace Esports_player1,Trace Esports_player2,Trace Esports_player3,Trace Esports_player4,Trace Esports_player5","Bilibili Gaming_player1,Bilibili Gaming_player2,Bilibili Gaming_player3,Bilibili Gaming_player4,Bilibili Gaming_player5",199.6,262.9,0.89,1.26
2025-07-14,Evil Geniuses,100 Thieves,Evil Geniuses,Bind,AMERICAS,1,"Evil Geniuses_player1,Evil Geniuses_player2,Evil Geniuses_player3,Evil Geniuses_player4,Evil Geniuses_player5","100 Thieves_player1,100 Thieves_player2,100 Thieves_player3,100 Thieves_player4,100 Thieves_player5",287.1,241.3,1.48,1.0
2025-07-14,G2 Esports,LOUD,LOUD,Icebox,AMERICAS,1,"G2 Esports_player1,G2 Esports_player2,G2 Esports_player3,G2 Esports_player4,G2 Esports_player5","LOUD_player1,LOUD_player2,LOUD_player3,LOUD_player4,LOUD_player5",227.9,273.0,0.9,1.28
2025-07-13,Trace Esports,Titan Esports Club,Trace Esports,Lotus,CHINA,1,"Trace Esports_player1,Trace Esports_player2,Trace Esports_player3,Trace Esports_player4,Trace Esports_player5","Titan Esports Club_player1,Titan Esports Club_player2,Titan Esports Club_player3,Titan Esports Club_player4,Titan Esports Club_player5",299.1,211.4,1.31,0.99
2025-07-13,Xi Lai Gaming,Trace Esports,Trace Esports,Sunset,CHINA,1,"Xi Lai Gaming_player1,Xi Lai Gaming_player2,Xi Lai Gaming_player3,Xi Lai Gaming_player4,Xi Lai Gaming_player5","Trace Esports_player1,Trace Esports_player2,Trace Esports_player3,Trace Esports_player4,Trace Esports_player5",213.4,256.7,1.15,1.43
2025-07-13,FunPlus Phoenix,Dragon Ranger Gaming,FunPlus Phoenix,Icebox,CHINA,1,"FunPlus Phoenix_player1,FunPlus Phoenix_player2,FunPlus Phoenix_player3,FunPlus Phoenix_player4,FunPlus Phoenix_player5","Dragon Ranger Gaming_player1,Dragon Ranger Gaming_player2,Dragon Ranger Gaming_player3,Dragon Ranger Gaming_player4,Dragon Ranger Gaming_player5",234.8,194.6,1.54,1.0
2025-07-12,Team Secret,Rex Regum Qeon,Rex Regum Qeon,Breeze,PACIFIC,1,"Team Secret_player1,Team Secret_player2,Team Secret_player3,Team Secret_player4,Team Secret_player5","Rex Regum Qeon_player1,Rex Regum Qeon_player2,Rex Regum Qeon_player3,Rex Regum Qeon_player4,Rex Regum Qeon_player5",195.4,284.3,0.89,1.1
2025-07-12,Team Vitality,Team Heretics,Team Vitality,Ascent,EMEA,1,"Team Vitality_player1,Team Vitality_player2,Team Vitality_player3,Team Vitality_player4,Team Vitality_player5","Team Heretics_player1,Team Heretics_player2,Team Heretics_player3,Team Heretics_player4,Team Heretics_player5",265.4,186.8,1.61,1.08
2025-07-11,Paper Rex,T1,Paper Rex,Bind,PACIFIC,1,"Paper Rex_player1,Paper Rex_player2,Paper Rex_player3,Paper Rex_player4,Paper Rex_player5","T1_player1,T1_player2,T1_player3,T1_player4,T1_player5",262.9,194.7,1.71,1.15
2025-07-10,T1,Talon Esports,Talon Esports,Haven,PACIFIC,1,"T1_player1,T1_player2,T1_player3,T1_player4,T1_player5","Talon Esports_player1,Talon Esports_player2,Talon Esports_player3,Talon Esports_player4,Talon Esports_player5",197.8,288.0,0.88,1.29
2025-07-10,Xi Lai Gaming,JDG Esports,JDG Esports,Sunset,CHINA,1,"Xi Lai Gaming_player1,Xi Lai Gaming_player2,Xi Lai Gaming_player3,Xi Lai Gaming_player4,Xi Lai Gaming_player5","JDG Esports_player1,JDG Esports_player2,JDG Esports_player3,JDG Esports_player4,JDG Esports_player5",192.0,284.3,1.25,1.56
2025-07-10,FunPlus Phoenix,Xi Lai Gaming,FunPlus Phoenix,Icebox,CHINA,1,"FunPlus Phoenix_player1,FunPlus Phoenix_player2,FunPlus Phoenix_player3,FunPlus Phoenix_player4,FunPlus Phoenix_player5","Xi Lai Gaming_player1,Xi Lai Gaming_player2,Xi Lai Gaming_player3,Xi Lai Gaming_player4,Xi Lai Gaming_player5",279.2,240.7,1.08,0.77
2025-07-09,FURIA Esports,MIBR,MIBR,Ascent,AMERICAS,1,"FURIA Esports_player1,FURIA Esports_player2,FURIA Esports_player3,FURIA Esports_player4,FURIA Esports_player5","MIBR_player1,MIBR_player2,MIBR_player3,MIBR_player4,MIBR_player5",229.6,294.9,1.03,1.36
2025-07-09,G2 Esports,MIBR,G2 Esports,Lotus,AMERICAS,1,"G2 Esports_player1,G2 Esports_player2,G2 Esports_player3,G2 Esports_player4,G2 Esports_player5","MIBR_player1,MIBR_player2,MIBR_player3,MIBR_player4,MIBR_player5",251.7,209.8,1.19,0.92
2025-07-09,Bilibili Gaming,Trace Esports,Bilibili Gaming,Haven,CHINA,1,"Bilibili Gaming_player1,Bilibili Gaming_player2,Bilibili Gaming_player3,Bilibili Gaming_player4,Bilibili Gaming_player5","Trace Esports_player1,Trace Esports_player2,Trace Esports_player3,Trace Esports_player4,Trace Esports_player5",311.6,243.0,1.81,1.21
2025-07-08,Leviatán,Evil Geniuses,Leviatán,Bind,AMERICAS,1,"Leviatán_player1,Leviatán_player2,Leviatán_player3,Leviatán_player4,Leviatán_player5","Evil Geniuses_player1,Evil Geniuses_player2,Evil Geniuses_player3,Evil Geniuses_player4,Evil Geniuses_player5",278.5,219.3,1.43,1.12
2025-07-08,Team Heretics,FUT Esports,Team Heretics,Ascent,EMEA,1,"Team Heretics_player1,Team Heretics_player2,Team Heretics_player3,Team Heretics_player4,Team Heretics_player5","FUT Esports_player1,FUT Esports_player2,FUT Esports_player3,FUT Esports_player4,FUT Esports_player5",309.9,214.9,1.37,1.06
2025-07-08,Titan Esports Club,Wolves Esports,Titan Esports Club,Breeze,CHINA,1,"Titan Esports Club_player1,Titan Esports Club_player2,Titan Esports Club_player3,Titan Esports Club_player4,Titan Esports Club_player5","Wolves Esports_player1,Wolves Esports_player2,Wolves Esports_player3,Wolves Esports_player4,Wolves Esports_player5",316.7,250.6,1.43,1.08
2025-07-07,Fnatic,BBL Esports,BBL Esports,Abyss,EMEA,1,"Fnatic_player1,Fnatic_player2,Fnatic_player3,Fnatic_player4,Fnatic_player5","BBL Esports_player1,BBL Esports_player2,BBL Esports_player3,BBL Esports_player4,BBL Esports_player5",199.0,298.7,0.87,1.36
2025-07-07,T1,Paper Rex,T1,Breeze,PACIFIC,1,"T1_player1,T1_player2,T1_player3,T1_player4,T1_player5","Paper Rex_player1,Paper Rex_player2,Paper Rex_player3,Paper Rex_player4,Paper Rex_player5",267.2,224.0,1.47,1.04
2025-07-07,Movistar KOI,Gentle Mates,Gentle Mates,Lotus,EMEA,1,"Movistar KOI_player1,Movistar KOI_player2,Movistar KOI_player3,Movistar KOI_player4,Movistar KOI_player5","Gentle Mates_player1,Gentle Mates_player2,Gentle Mates_player3,Gentle Mates_player4,Gentle Mates_player5",197.1,259.6,1.13,1.6
2025-07-06,Gentle Mates,BBL Esports,BBL Esports,Split,EMEA,1,"Gentle Mates_player1,Gentle Mates_player2,Gentle Mates_player3,Gentle Mates_player4,Gentle Mates_player5","BBL Esports_player1,BBL Esports_player2,BBL Esports_player3,BBL Esports_player4,BBL Esports_player5",206.0,267.8,1.08,1.44
2025-07-06,Trace Esports,Edward Gaming,Edward Gaming,Haven,CHINA,1,"Trace Esports_player1,Trace Esports_player2,Trace Esports_player3,Trace Esports_player4,Trace Esports_player5","Edward Gaming_player1,Edward Gaming_player2,Edward Gaming_player3,Edward Gaming_player4,Edward Gaming_player5",211.1,253.1,0.87,1.14
2025-07-06,Xi Lai Gaming,FunPlus Phoenix,Xi Lai Gaming,Abyss,CHINA,1,"Xi Lai Gaming_player1,Xi Lai Gaming_player2,Xi Lai Gaming_player3,Xi Lai Gaming_player4,Xi Lai Gaming_player5","FunPlus Phoenix_player1,FunPlus Phoenix_player2,FunPlus Phoenix_player3,FunPlus Phoenix_player4,FunPlus Phoenix_player5",226.2,169.4,1.45,1.0
2025-07-05,Fnatic,Karmine Corp,Fnatic,Abyss,EMEA,1,"Fnatic_player1,Fnatic_player2,Fnatic_player3,Fnatic_player4,Fnatic_player5","Karmine Corp_player1,Karmine Corp_player2,Karmine Corp_player3,Karmine Corp_player4,Karmine Corp_player5",243.2,198.3,1.68,1.13
2025-07-05,Titan Esports Club,JDG Esports,Titan Esports Club,Bind,CHINA,1,"Titan Esports Club_player1,Titan Esports Club_player2,Titan Esports Club_player3,Titan Esports Club_player4,Titan Esports Club_player5","JDG Esports_player1,JDG Esports_player2,JDG Esports_player3,JDG Esports_player4,JDG Esports_player5",250.3,183.3,1.37,0.98
2025-07-04,Xi Lai Gaming,Dragon Ranger Gaming,Xi Lai Gaming,Lotus,CHINA,1,"Xi Lai Gaming_player1,Xi Lai Gaming_player2,Xi Lai Gaming_player3,Xi Lai Gaming_player4,Xi Lai Gaming_player5","Dragon Ranger Gaming_player1,Dragon Ranger Gaming_player2,Dragon Ranger Gaming_player3,Dragon Ranger Gaming_player4,Dragon Ranger Gaming_player5",252.7,204.9,1.32,1.01
2025-07-03,Bleed Esports,Team Secret,Team Secret,Breeze,PACIFIC,1,"Bleed Esports_player1,Bleed Esports_player2,Bleed Esports_player3,Bleed Esports_player4,Bleed Esports_player5","Team Secret_player1,Team Secret_player2,Team Secret_player3,Team Secret_player4,Team Secret_player5",248.0,316.6,0.88,1.29
2025-07-03,G2 Esports,Evil Geniuses,G2 Esports,Breeze,AMERICAS,1,"G2 Esports_player1,G2 Esports_player2,G2 Esports_player3,G2 Esports_player4,G2 Esports_player5","Evil Geniuses_player1,Evil Geniuses_player2,Evil Geniuses_player3,Evil Geniuses_player4,Evil Geniuses_player5",272.8,200.9,1.47,0.98
2025-07-03,Bleed Esports,ZETA DIVISION,ZETA DIVISION,Ascent,PACIFIC,1,"Bleed Esports_player1,Bleed Esports_player2,Bleed Esports_player3,Bleed Esports_player4,Bleed Esports_player5","ZETA DIVISION_player1,ZETA DIVISION_player2,ZETA DIVISION_player3,ZETA DIVISION_player4,ZETA DIVISION_player5",196.6,273.5,0.92,1.35
2025-07-02,FURIA Esports,KRÜ Esports,KRÜ Esports,Split,AMERICAS,1,"FURIA Esports_player1,FURIA Esports_player2,FURIA Esports_player3,FURIA Esports_player4,FURIA Esports_player5","KRÜ Esports_player1,KRÜ Esports_player2,KRÜ Esports_player3,KRÜ Esports_player4,KRÜ Esports_player5",198.9,282.3,0.86,1.26
2025-07-02,Xi Lai Gaming,Bilibili Gaming,Xi Lai Gaming,Lotus,CHINA,1,"Xi Lai Gaming_player1,Xi Lai Gaming_player2,Xi Lai Gaming_player3,Xi Lai Gaming_player4,Xi Lai Gaming_player5","Bilibili Gaming_player1,Bilibili Gaming_player2,Bilibili Gaming_player3,Bilibili Gaming_player4,Bilibili Gaming_player5",217.7,182.1,1.25,0.93
2025-07-01,MIBR,Leviatán,MIBR,Ascent,AMERICAS,1,"MIBR_player1,MIBR_player2,MIBR_player3,MIBR_player4,MIBR_player5","Leviatán_player1,Leviatán_player2,Leviatán_player3,Leviatán_player4,Leviatán_player5",262.5,226.7,1.23,0.88
2025-07-01,Bleed Esports,DetonatioN FocusMe,DetonatioN FocusMe,Breeze,PACIFIC,1,"Bleed Esports_player1,Bleed Esports_player2,Bleed Esports_player3,Bleed Esports_player4,Bleed Esports_player5","DetonatioN FocusMe_player1,DetonatioN FocusMe_player2,DetonatioN FocusMe_player3,DetonatioN FocusMe_player4,DetonatioN FocusMe_player5",184.1,241.5,1.14,1.72
2025-06-30,FunPlus Phoenix,Dragon Ranger Gaming,Dragon Ranger Gaming,Icebox,CHINA,1,"FunPlus Phoenix_player1,FunPlus Phoenix_player2,FunPlus Phoenix_player3,FunPlus Phoenix_player4,FunPlus Phoenix_player5","Dragon Ranger Gaming_player1,Dragon Ranger Gaming_player2,Dragon Ranger Gaming_player3,Dragon Ranger Gaming_player4,Dragon Ranger Gaming_player5",231.4,327.2,0.89,1.22
2025-06-30,100 Thieves,KRÜ Esports,100 Thieves,Bind,AMERICAS,1,"100 Thieves_player1,100 Thieves_player2,100 Thieves_player3,100 Thieves_player4,100 Thieves_player5","KRÜ Esports_player1,KRÜ Esports_player2,KRÜ Esports_player3,KRÜ Esports_player4,KRÜ Esports_player5",309.5,223.8,1.16,0.91
2025-06-29,Team Vitality,Natus Vincere,Team Vitality,Ascent,EMEA,1,"Team Vitality_player1,Team Vitality_player2,Team Vitality_player3,Team Vitality_player4,Team Vitality_player5","Natus Vincere_player1,Natus Vincere_player2,Natus Vincere_player3,Natus Vincere_player4,Natus Vincere_player5",268.6,185.8,1.47,1.02
2025-06-28,JDG Esports,Titan Esports Club,JDG Esports,Lotus,CHINA,1,"JDG Esports_player1,JDG Esports_player2,JDG Esports_player3,JDG Esports_player4,JDG Esports_player5","Titan Esports Club_player1,Titan Esports Club_player2,Titan Esports Club_player3,Titan Esports Club_player4,Titan Esports Club_player5",268.2,200.1,1.07,0.81
2025-06-27,BBL Esports,Fnatic,Fnatic,Abyss,EMEA,1,"BBL Esports_player1,BBL Esports_player2,BBL Esports_player3,BBL Esports_player4,BBL Esports_player5","Fnatic_player1,Fnatic_player2,Fnatic_player3,Fnatic_player4,Fnatic_player5",240.0,322.1,0.82,1.1
2025-06-26,100 Thieves,LOUD,LOUD,Bind,AMERICAS,1,"100 Thieves_player1,100 Thieves_player2,100 Thieves_player3,100 Thieves_player4,100 Thieves_player5","LOUD_player1,LOUD_player2,LOUD_player3,LOUD_player4,LOUD_player5",237.4,299.5,0.85,1.13
2025-06-26,Dragon Ranger Gaming,Xi Lai Gaming,Dragon Ranger Gaming,Split,CHINA,1,"Dragon Ranger Gaming_player1,Dragon Ranger Gaming_player2,Dragon Ranger Gaming_player3,Dragon Ranger Gaming_player4,Dragon Ranger Gaming_player5","Xi Lai Gaming_player1,Xi Lai Gaming_player2,Xi Lai Gaming_player3,Xi Lai Gaming_player4,Xi Lai Gaming_player5",297.7,227.5,1.18,0.84
2025-06-25,Cloud9,Sentinels,Sentinels,Sunset,AMERICAS,1,"Cloud9_player1,Cloud9_player2,Cloud9_player3,Cloud9_player4,Cloud9_player5","Sentinels_player1,Sentinels_player2,Sentinels_player3,Sentinels_player4,Sentinels_player5",183.6,264.0,0.92,1.2
2025-06-25,LOUD,100 Thieves,LOUD,Bind,AMERICAS,1,"LOUD_player1,LOUD_player2,LOUD_player3,LOUD_player4,LOUD_player5","100 Thieves_player1,100 Thieves_player2,100 Thieves_player3,100 Thieves_player4,100 Thieves_player5",258.3,209.8,1.37,0.92
2025-06-24,ZETA DIVISION,Bleed Esports,ZETA DIVISION,Split,PACIFIC,1,"ZETA DIVISION_player1,ZETA DIVISION_player2,ZETA DIVISION_player3,ZETA DIVISION_player4,ZETA DIVISION_player5","Bleed Esports_player1,Bleed Esports_player2,Bleed Esports_player3,Bleed Esports_player4,Bleed Esports_player5",265.9,214.0,1.79,1.22
2025-06-23,Team Heretics,Gentle Mates,Team Heretics,Haven,EMEA,1,"Team Heretics_player1,Team Heretics_player2,Team Heretics_player3,Team Heretics_player4,Team Heretics_player5","Gentle Mates_player1,Gentle Mates_player2,Gentle Mates_player3,Gentle Mates_player4,Gentle Mates_player5",298.0,207.4,1.14,0.8
2025-06-23,Fnatic,Karmine Corp,Fnatic,Split,EMEA,1,"Fnatic_player1,Fnatic_player2,Fnatic_player3,Fnatic_player4,Fnatic_player5","Karmine Corp_player1,Karmine Corp_player2,Karmine Corp_player3,Karmine Corp_player4,Karmine Corp_player5",316.5,223.1,1.27,0.93
2025-06-23,JDG Esports,Edward Gaming,Edward Gaming,Split,CHINA,1,"JDG Esports_player1,JDG Esports_player2,JDG Esports_player3,JDG Esports_player4,JDG Esports_player5","Edward Gaming_player1,Edward Gaming_player2,Edward Gaming_player3,Edward Gaming_player4,Edward Gaming_player5",161.5,220.6,0.83,1.22
2025-06-22,Leviatán,G2 Esports,G2 Esports,Lotus,AMERICAS,1,"Leviatán_player1,Leviatán_player2,Leviatán_player3,Leviatán_player4,Leviatán_player5","G2 Esports_player1,G2 Esports_player2,G2 Esports_player3,G2 Esports_player4,G2 Esports_player5",185.4,243.7,0.99,1.36
2025-06-22,FunPlus Phoenix,Wolves Esports,Wolves Esports,Ascent,CHINA,1,"FunPlus Phoenix_player1,FunPlus Phoenix_player2,FunPlus Phoenix_player3,FunPlus Phoenix_player4,FunPlus Phoenix_player5","Wolves Esports_player1,Wolves Esports_player2,Wolves Esports_player3,Wolves Esports_player4,Wolves Esports_player5",192.2,222.2,1.22,1.55
2025-06-22,Titan Esports Club,Xi Lai Gaming,Titan Esports Club,Icebox,CHINA,1,"Titan Esports Club_player1,Titan Esports Club_player2,Titan Esports Club_player3,Titan Esports Club_player4,Titan Esports Club_player5","Xi Lai Gaming_player1,Xi Lai Gaming_player2,Xi Lai Gaming_player3,Xi Lai Gaming_player4,Xi Lai Gaming_player5",239.1,177.9,1.27,0.93
