date,teamA,teamB,winner,map_name,region,tier,teamA_players,teamB_players,teamA_ACS,teamB_ACS,teamA_KD,teamB_KD
2025-09-05,Shopify Rebellion Gold,Burger Boyz,Burger Boyz,Icebox,ALL,2,"Shopify Rebellion Gold_player1,Shopify Rebellion Gold_player2,Shopify Rebellion Gold_player3,Shopify Rebellion Gold_player4,Shopify Rebellion Gold_player5","Burger Boyz_player1,Burger Boyz_player2,Burger Boyz_player3,Burger Boyz_player4,Burger Boyz_player5",218.5,250.7,0.8,1.27
2025-09-05,Shopify Rebellion Gold,Burger Boyz,Burger Boyz,Bind,ALL,2,"Shopify Rebellion Gold_player1,Shopify Rebellion Gold_player2,Shopify Rebellion Gold_player3,Shopify Rebellion Gold_player4,Shopify Rebellion Gold_player5","Burger Boyz_player1,Burger Boyz_player2,Burger Boyz_player3,Burger Boyz_player4,Burger Boyz_player5",158.9,250.2,0.83,1.29
2025-09-05,E-Xolos LAZER,9z Team,E-Xolos LAZER,Abyss,Unknown,2,"E-Xolos LAZER_player1,E-Xolos LAZER_player2,E-Xolos LAZER_player3,E-Xolos LAZER_player4,E-Xolos LAZER_player5","9z Team_player1,9z Team_player2,9z Team_player3,9z Team_player4,9z Team_player5",181.3,160.2,1.17,0.81
2025-09-05,E-Xolos LAZER,9z Team,9z Team,Split,Unknown,2,"E-Xolos LAZER_player1,E-Xolos LAZER_player2,E-Xolos LAZER_player3,E-Xolos LAZER_player4,E-Xolos LAZER_player5","9z Team_player1,9z Team_player2,9z Team_player3,9z Team_player4,9z Team_player5",199.9,181.8,0.87,0.48
2025-09-05,E-Xolos LAZER,9z Team,9z Team,Breeze,Unknown,2,"E-Xolos LAZER_player1,E-Xolos LAZER_player2,E-Xolos LAZER_player3,E-Xolos LAZER_player4,E-Xolos LAZER_player5","9z Team_player1,9z Team_player2,9z Team_player3,9z Team_player4,9z Team_player5",234.7,183.7,0.75,1.25
2025-09-05,ULF Esports,děti ulice,ULF Esports,Bind,ALL,2,"ULF Esports_player1,ULF Esports_player2,ULF Esports_player3,ULF Esports_player4,ULF Esports_player5","děti ulice_player1,děti ulice_player2,děti ulice_player3,děti ulice_player4,děti ulice_player5",215.4,202.2,1.19,1.25
2025-09-05,ULF Esports,děti ulice,ULF Esports,Haven,ALL,2,"ULF Esports_player1,ULF Esports_player2,ULF Esports_player3,ULF Esports_player4,ULF Esports_player5","děti ulice_player1,děti ulice_player2,děti ulice_player3,děti ulice_player4,děti ulice_player5",241.4,200.2,1.26,1.16
2025-09-05,ULF Esports,děti ulice,děti ulice,Icebox,ALL,2,"ULF Esports_player1,ULF Esports_player2,ULF Esports_player3,ULF Esports_player4,ULF Esports_player5","děti ulice_player1,děti ulice_player2,děti ulice_player3,děti ulice_player4,děti ulice_player5",249.0,215.4,1.54,0.97
2025-09-05,Motiv Esports,NAOS,Motiv Esports,Lotus,ALL,2,"Motiv Esports_player1,Motiv Esports_player2,Motiv Esports_player3,Motiv Esports_player4,Motiv Esports_player5","NAOS_player1,NAOS_player2,NAOS_player3,NAOS_player4,NAOS_player5",227.3,206.7,1.37,1.74
2025-09-05,Motiv Esports,NAOS,Motiv Esports,Ascent,ALL,2,"Motiv Esports_player1,Motiv Esports_player2,Motiv Esports_player3,Motiv Esports_player4,Motiv Esports_player5","NAOS_player1,NAOS_player2,NAOS_player3,NAOS_player4,NAOS_player5",235.1,211.4,1.33,1.44
2025-09-05,BOARS,Twisted Minds,Twisted Minds,Ascent,ALL,2,"BOARS_player1,BOARS_player2,BOARS_player3,BOARS_player4,BOARS_player5","Twisted Minds_player1,Twisted Minds_player2,Twisted Minds_player3,Twisted Minds_player4,Twisted Minds_player5",260.1,242.2,1.17,1.25
2025-09-05,BOARS,Twisted Minds,Twisted Minds,Abyss,ALL,2,"BOARS_player1,BOARS_player2,BOARS_player3,BOARS_player4,BOARS_player5","Twisted Minds_player1,Twisted Minds_player2,Twisted Minds_player3,Twisted Minds_player4,Twisted Minds_player5",236.3,234.6,1.62,0.77
2025-09-05,JDG Esports,Wolves Esports,JDG Esports,Icebox,ALL,2,"JDG Esports_player1,JDG Esports_player2,JDG Esports_player3,JDG Esports_player4,JDG Esports_player5","Wolves Esports_player1,Wolves Esports_player2,Wolves Esports_player3,Wolves Esports_player4,Wolves Esports_player5",248.3,218.5,1.19,1.32
2025-09-05,JDG Esports,Wolves Esports,JDG Esports,Abyss,ALL,2,"JDG Esports_player1,JDG Esports_player2,JDG Esports_player3,JDG Esports_player4,JDG Esports_player5","Wolves Esports_player1,Wolves Esports_player2,Wolves Esports_player3,Wolves Esports_player4,Wolves Esports_player5",220.7,250.1,1.25,1.49
2025-09-05,JDG Esports,Wolves Esports,Wolves Esports,Icebox,ALL,2,"JDG Esports_player1,JDG Esports_player2,JDG Esports_player3,JDG Esports_player4,JDG Esports_player5","Wolves Esports_player1,Wolves Esports_player2,Wolves Esports_player3,Wolves Esports_player4,Wolves Esports_player5",225.9,250.2,1.53,1.45
2025-09-05,FULL SENSE,Team NKT,FULL SENSE,Icebox,ALL,2,"FULL SENSE_player1,FULL SENSE_player2,FULL SENSE_player3,FULL SENSE_player4,FULL SENSE_player5","Team NKT_player1,Team NKT_player2,Team NKT_player3,Team NKT_player4,Team NKT_player5",203.1,249.2,1.09,1.62
2025-09-05,FULL SENSE,Team NKT,FULL SENSE,Ascent,ALL,2,"FULL SENSE_player1,FULL SENSE_player2,FULL SENSE_player3,FULL SENSE_player4,FULL SENSE_player5","Team NKT_player1,Team NKT_player2,Team NKT_player3,Team NKT_player4,Team NKT_player5",198.1,208.4,1.12,1.17
2025-09-05,FULL SENSE,Team NKT,Team NKT,Lotus,ALL,2,"FULL SENSE_player1,FULL SENSE_player2,FULL SENSE_player3,FULL SENSE_player4,FULL SENSE_player5","Team NKT_player1,Team NKT_player2,Team NKT_player3,Team NKT_player4,Team NKT_player5",248.3,248.8,1.3,1.61
2025-09-05,Titan Esports Club,FunPlus Phoenix,Titan Esports Club,Lotus,ALL,2,"Titan Esports Club_player1,Titan Esports Club_player2,Titan Esports Club_player3,Titan Esports Club_player4,Titan Esports Club_player5","FunPlus Phoenix_player1,FunPlus Phoenix_player2,FunPlus Phoenix_player3,FunPlus Phoenix_player4,FunPlus Phoenix_player5",179.5,213.6,1.24,1.35
2025-09-05,Titan Esports Club,FunPlus Phoenix,Titan Esports Club,Abyss,ALL,2,"Titan Esports Club_player1,Titan Esports Club_player2,Titan Esports Club_player3,Titan Esports Club_player4,Titan Esports Club_player5","FunPlus Phoenix_player1,FunPlus Phoenix_player2,FunPlus Phoenix_player3,FunPlus Phoenix_player4,FunPlus Phoenix_player5",251.6,228.5,1.33,1.27
2025-09-05,Titan Esports Club,FunPlus Phoenix,FunPlus Phoenix,Abyss,ALL,2,"Titan Esports Club_player1,Titan Esports Club_player2,Titan Esports Club_player3,Titan Esports Club_player4,Titan Esports Club_player5","FunPlus Phoenix_player1,FunPlus Phoenix_player2,FunPlus Phoenix_player3,FunPlus Phoenix_player4,FunPlus Phoenix_player5",239.8,226.2,1.27,1.19
2025-09-04,SaD Esports,Shopify Rebellion Gold,SaD Esports,Breeze,ALL,2,"SaD Esports_player1,SaD Esports_player2,SaD Esports_player3,SaD Esports_player4,SaD Esports_player5","Shopify Rebellion Gold_player1,Shopify Rebellion Gold_player2,Shopify Rebellion Gold_player3,Shopify Rebellion Gold_player4,Shopify Rebellion Gold_player5",251.9,181.2,1.5,0.94
2025-09-04,SaD Esports,Shopify Rebellion Gold,SaD Esports,Ascent,ALL,2,"SaD Esports_player1,SaD Esports_player2,SaD Esports_player3,SaD Esports_player4,SaD Esports_player5","Shopify Rebellion Gold_player1,Shopify Rebellion Gold_player2,Shopify Rebellion Gold_player3,Shopify Rebellion Gold_player4,Shopify Rebellion Gold_player5",227.8,202.0,1.47,1.16
2025-09-04,SaD Esports,Shopify Rebellion Gold,Shopify Rebellion Gold,Ascent,ALL,2,"SaD Esports_player1,SaD Esports_player2,SaD Esports_player3,SaD Esports_player4,SaD Esports_player5","Shopify Rebellion Gold_player1,Shopify Rebellion Gold_player2,Shopify Rebellion Gold_player3,Shopify Rebellion Gold_player4,Shopify Rebellion Gold_player5",236.3,194.4,1.13,1.08
2025-09-04,Corinthians Esports,RED Canids,RED Canids,Breeze,Unknown,2,"Corinthians Esports_player1,Corinthians Esports_player2,Corinthians Esports_player3,Corinthians Esports_player4,Corinthians Esports_player5","RED Canids_player1,RED Canids_player2,RED Canids_player3,RED Canids_player4,RED Canids_player5",228.9,175.8,0.76,0.79
2025-09-04,Corinthians Esports,RED Canids,RED Canids,Ascent,Unknown,2,"Corinthians Esports_player1,Corinthians Esports_player2,Corinthians Esports_player3,Corinthians Esports_player4,Corinthians Esports_player5","RED Canids_player1,RED Canids_player2,RED Canids_player3,RED Canids_player4,RED Canids_player5",205.9,193.1,1.11,0.85
2025-09-04,MYVRA GC,Contra GC,MYVRA GC,Icebox,Unknown,2,"MYVRA GC_player1,MYVRA GC_player2,MYVRA GC_player3,MYVRA GC_player4,MYVRA GC_player5","Contra GC_player1,Contra GC_player2,Contra GC_player3,Contra GC_player4,Contra GC_player5",222.4,193.3,1.13,1.04
2025-09-04,MYVRA GC,Contra GC,MYVRA GC,Bind,Unknown,2,"MYVRA GC_player1,MYVRA GC_player2,MYVRA GC_player3,MYVRA GC_player4,MYVRA GC_player5","Contra GC_player1,Contra GC_player2,Contra GC_player3,Contra GC_player4,Contra GC_player5",220.0,214.8,1.12,0.88
2025-09-04,MYVRA GC,Contra GC,MYVRA GC,Breeze,Unknown,2,"MYVRA GC_player1,MYVRA GC_player2,MYVRA GC_player3,MYVRA GC_player4,MYVRA GC_player5","Contra GC_player1,Contra GC_player2,Contra GC_player3,Contra GC_player4,Contra GC_player5",197.6,255.2,0.91,1.22
2025-09-04,Los Grandes,Team Solid,Los Grandes,Abyss,Unknown,2,"Los Grandes_player1,Los Grandes_player2,Los Grandes_player3,Los Grandes_player4,Los Grandes_player5","Team Solid_player1,Team Solid_player2,Team Solid_player3,Team Solid_player4,Team Solid_player5",215.0,198.7,1.02,0.91
2025-09-04,Los Grandes,Team Solid,Team Solid,Abyss,Unknown,2,"Los Grandes_player1,Los Grandes_player2,Los Grandes_player3,Los Grandes_player4,Los Grandes_player5","Team Solid_player1,Team Solid_player2,Team Solid_player3,Team Solid_player4,Team Solid_player5",167.3,196.0,0.78,0.66
2025-09-04,Los Grandes,Team Solid,Team Solid,Abyss,Unknown,2,"Los Grandes_player1,Los Grandes_player2,Los Grandes_player3,Los Grandes_player4,Los Grandes_player5","Team Solid_player1,Team Solid_player2,Team Solid_player3,Team Solid_player4,Team Solid_player5",172.5,210.1,1.0,0.84
2025-09-04,Burger Boyz,Prosperity Esports,Burger Boyz,Abyss,ALL,2,"Burger Boyz_player1,Burger Boyz_player2,Burger Boyz_player3,Burger Boyz_player4,Burger Boyz_player5","Prosperity Esports_player1,Prosperity Esports_player2,Prosperity Esports_player3,Prosperity Esports_player4,Prosperity Esports_player5",219.2,184.4,1.19,1.44
2025-09-04,Burger Boyz,Prosperity Esports,Burger Boyz,Bind,ALL,2,"Burger Boyz_player1,Burger Boyz_player2,Burger Boyz_player3,Burger Boyz_player4,Burger Boyz_player5","Prosperity Esports_player1,Prosperity Esports_player2,Prosperity Esports_player3,Prosperity Esports_player4,Prosperity Esports_player5",218.9,240.5,1.29,1.06
2025-09-04,Burger Boyz,Prosperity Esports,Prosperity Esports,Lotus,ALL,2,"Burger Boyz_player1,Burger Boyz_player2,Burger Boyz_player3,Burger Boyz_player4,Burger Boyz_player5","Prosperity Esports_player1,Prosperity Esports_player2,Prosperity Esports_player3,Prosperity Esports_player4,Prosperity Esports_player5",191.4,259.3,1.41,1.24
2025-09-04,ULF Esports,The Ultimates,ULF Esports,Haven,ALL,2,"ULF Esports_player1,ULF Esports_player2,ULF Esports_player3,ULF Esports_player4,ULF Esports_player5","The Ultimates_player1,The Ultimates_player2,The Ultimates_player3,The Ultimates_player4,The Ultimates_player5",259.4,249.3,1.22,1.61
2025-09-04,ULF Esports,The Ultimates,ULF Esports,Haven,ALL,2,"ULF Esports_player1,ULF Esports_player2,ULF Esports_player3,ULF Esports_player4,ULF Esports_player5","The Ultimates_player1,The Ultimates_player2,The Ultimates_player3,The Ultimates_player4,The Ultimates_player5",231.7,253.7,1.3,1.75
2025-09-04,BOARS,KOI Fénix,BOARS,Breeze,ALL,2,"BOARS_player1,BOARS_player2,BOARS_player3,BOARS_player4,BOARS_player5","KOI Fénix_player1,KOI Fénix_player2,KOI Fénix_player3,KOI Fénix_player4,KOI Fénix_player5",266.8,237.9,1.5,1.29
2025-09-04,BOARS,KOI Fénix,BOARS,Split,ALL,2,"BOARS_player1,BOARS_player2,BOARS_player3,BOARS_player4,BOARS_player5","KOI Fénix_player1,KOI Fénix_player2,KOI Fénix_player3,KOI Fénix_player4,KOI Fénix_player5",230.3,257.9,1.56,1.48
2025-09-04,BOARS,KOI Fénix,KOI Fénix,Bind,ALL,2,"BOARS_player1,BOARS_player2,BOARS_player3,BOARS_player4,BOARS_player5","KOI Fénix_player1,KOI Fénix_player2,KOI Fénix_player3,KOI Fénix_player4,KOI Fénix_player5",234.7,208.0,1.3,1.34
2025-09-04,MOUZ,Twisted Minds,MOUZ,Abyss,ALL,2,"MOUZ_player1,MOUZ_player2,MOUZ_player3,MOUZ_player4,MOUZ_player5","Twisted Minds_player1,Twisted Minds_player2,Twisted Minds_player3,Twisted Minds_player4,Twisted Minds_player5",223.6,230.3,1.64,1.15
2025-09-04,MOUZ,Twisted Minds,Twisted Minds,Breeze,ALL,2,"MOUZ_player1,MOUZ_player2,MOUZ_player3,MOUZ_player4,MOUZ_player5","Twisted Minds_player1,Twisted Minds_player2,Twisted Minds_player3,Twisted Minds_player4,Twisted Minds_player5",229.1,292.2,1.16,1.25
2025-09-04,MOUZ,Twisted Minds,Twisted Minds,Ascent,ALL,2,"MOUZ_player1,MOUZ_player2,MOUZ_player3,MOUZ_player4,MOUZ_player5","Twisted Minds_player1,Twisted Minds_player2,Twisted Minds_player3,Twisted Minds_player4,Twisted Minds_player5",181.9,231.8,1.45,1.32
2025-09-04,Joblife,děti ulice,Joblife,Breeze,ALL,2,"Joblife_player1,Joblife_player2,Joblife_player3,Joblife_player4,Joblife_player5","děti ulice_player1,děti ulice_player2,děti ulice_player3,děti ulice_player4,děti ulice_player5",225.0,201.6,1.19,1.13
2025-09-04,Joblife,děti ulice,Joblife,Bind,ALL,2,"Joblife_player1,Joblife_player2,Joblife_player3,Joblife_player4,Joblife_player5","děti ulice_player1,děti ulice_player2,děti ulice_player3,děti ulice_player4,děti ulice_player5",207.2,215.0,1.04,1.13
2025-09-03,ENVY,TSM,ENVY,Split,ALL,2,"ENVY_player1,ENVY_player2,ENVY_player3,ENVY_player4,ENVY_player5","TSM_player1,TSM_player2,TSM_player3,TSM_player4,TSM_player5",227.6,224.2,1.44,1.21
2025-09-03,ENVY,TSM,TSM,Haven,ALL,2,"ENVY_player1,ENVY_player2,ENVY_player3,ENVY_player4,ENVY_player5","TSM_player1,TSM_player2,TSM_player3,TSM_player4,TSM_player5",226.7,270.1,1.49,1.54
2025-09-03,ENVY,TSM,TSM,Icebox,ALL,2,"ENVY_player1,ENVY_player2,ENVY_player3,ENVY_player4,ENVY_player5","TSM_player1,TSM_player2,TSM_player3,TSM_player4,TSM_player5",233.9,207.9,1.5,1.55
2025-09-03,KRÜ BLAZE,Zen eSports GC,KRÜ BLAZE,Haven,Unknown,2,"KRÜ BLAZE_player1,KRÜ BLAZE_player2,KRÜ BLAZE_player3,KRÜ BLAZE_player4,KRÜ BLAZE_player5","Zen eSports GC_player1,Zen eSports GC_player2,Zen eSports GC_player3,Zen eSports GC_player4,Zen eSports GC_player5",188.7,185.9,1.22,1.4
2025-09-03,KRÜ BLAZE,Zen eSports GC,KRÜ BLAZE,Sunset,Unknown,2,"KRÜ BLAZE_player1,KRÜ BLAZE_player2,KRÜ BLAZE_player3,KRÜ BLAZE_player4,KRÜ BLAZE_player5","Zen eSports GC_player1,Zen eSports GC_player2,Zen eSports GC_player3,Zen eSports GC_player4,Zen eSports GC_player5",192.6,188.2,1.11,0.92
2025-09-03,KRÜ BLAZE,Zen eSports GC,KRÜ BLAZE,Breeze,Unknown,2,"KRÜ BLAZE_player1,KRÜ BLAZE_player2,KRÜ BLAZE_player3,KRÜ BLAZE_player4,KRÜ BLAZE_player5","Zen eSports GC_player1,Zen eSports GC_player2,Zen eSports GC_player3,Zen eSports GC_player4,Zen eSports GC_player5",210.4,182.6,1.0,0.67
2025-09-03,MOUZ,KOI Fénix,MOUZ,Icebox,ALL,2,"MOUZ_player1,MOUZ_player2,MOUZ_player3,MOUZ_player4,MOUZ_player5","KOI Fénix_player1,KOI Fénix_player2,KOI Fénix_player3,KOI Fénix_player4,KOI Fénix_player5",228.0,240.4,1.16,1.5
2025-09-03,MOUZ,KOI Fénix,MOUZ,Bind,ALL,2,"MOUZ_player1,MOUZ_player2,MOUZ_player3,MOUZ_player4,MOUZ_player5","KOI Fénix_player1,KOI Fénix_player2,KOI Fénix_player3,KOI Fénix_player4,KOI Fénix_player5",206.5,219.7,1.56,1.43
